"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"sRNA77",670.787236168357,-2.19039958551351,0.308072761283136,2.0494939578276e-13,2.45939274939312e-12
"sRNA87",979.420836303521,1.9392846075258,0.279387128080329,8.79273506815607e-13,5.27564104089364e-12
"sRNA76",124.591971807853,-1.97679209326541,0.449204183798821,2.19020548436242e-06,8.76082193744968e-06
"sRNA84",82258.532375101,-1.26875175843363,0.283399250334863,3.54280229534127e-06,1.06284068860238e-05
"sRNA54",28.7011816227487,2.10650993135092,0.777180498923965,0.000966001725659797,0.00231840414158351
"sRNA30",9.46258822766947,2.89849252380178,1.41323604098443,0.00311785098379127,0.00623570196758254
"sRNA29",101.65623976153,0.875618961802021,0.448360087558374,0.0300033025072323,0.051434232869541
"sRNA21",11.8671580111232,-0.602575803434064,0.827823933812782,0.272836594796938,0.409254892195407
"sRNA20",14.1546085530198,0.524675967314922,0.743202141706845,0.328885872737676,0.438514496983568
"sRNA85",21.989009871623,0.318786106838635,0.718592721722438,0.543352868737675,0.625461427391263
"sRNA102",124.314899506868,0.224674166847363,0.439454034467197,0.573339641775325,0.625461427391263
"sRNA103",9.50059644899357,-0.141523889237079,0.811634902962209,0.773649969529205,0.773649969529205
